,SMILES,Experimental LogP,Predicted LogP,Deviation
1021,Nc1ccc2c(c1)N=[N+]([O-])c1cc(N)ccc1C2,1.09,1.59,-0.5
1022,Brc1ccc(-c2ccc(CNCc3ccccn3)o2)cc1,3.52,4.02,-0.5
1023,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1O,2.54,2.72,-0.18
1024,N[C@@]1(C(=O)O)CC[C@@H](C(=O)O)C1,-2.65,-2.29,-0.36
1025,CSc1sc(C)cc1-c1nsc(=O)o1,4.05,2.55,1.5
1026,Cc1ccc(Nc2nc(-c3ccc(C)cc3)c(CC(=O)O)s2)cc1,5.59,4.17,1.42
1027,CCOC(=O)Cc1c(C)nc2c(-c3ccccc3OC)c(C)nn2c1C,2.75,3.22,-0.47
1028,Cc1c(N2C(=O)[C@@H]3[C@H](O)CCN3C2=O)ccc(C#N)c1Cl,1.1,1.8,-0.7
1029,C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](/C=C/[C@H]3CCC[C@H](C)N3C)[C@@H]12,4.47,4.04,0.43
1030,O=[N+]([O-])c1ccc(S(=O)(=O)NCCc2cn3ccccc3n2)cc1,1.57,1.66,-0.09
1031,COc1ccc(CCNC(=O)c2ccco2)cc1OC,1.81,1.75,0.06
1032,COc1ccc2[nH]cc(C3=CCNCC3)c2c1,1.91,2.31,-0.4
1033,O=C(N1CCOCC1)N1CCN(S(=O)(=O)c2cccc([N+](=O)[O-])c2)CC1,-0.06,1.06,-1.12
1034,CN(c1ccccc1)S(=O)(=O)c1ccc(C(=O)Nc2nccs2)cc1,3.12,3.24,-0.12
1035,Cc1ccc(C)c(C(=O)CCC(=O)O)c1,2.38,1.89,0.49
