,SMILES,Experimental LogP,Predicted LogP,Deviation
1024,C[C@@](N)(C(=O)O)[C@H]1C[C@@H]1C(=O)O,-2.81,-2.5,-0.31
1025,Fc1ccc(Nc2nc(-c3ccccc3)cs2)cc1,4.93,4.92,0.01
1026,O=C(/C=C/c1cccnc1)/C=C/c1cccnc1,2.39,2.5,-0.11
1027,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,2.03,2.35,-0.32
1028,O=[N+]([O-])c1ccc(-c2cn3ccccc3n2)cc1,2.73,1.85,0.88
1029,CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0.91,1.48,-0.57
1030,Cn1ncc2cc3c(Nc4ccc(Cl)cc4)cccc3nc21,3.99,3.75,0.24
1031,Cc1ccccc1/C=C/C1=NCCN1,2.24,2.22,0.02
1032,CCCCCCCCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1,5.61,5.6,0.01
1033,c1ccc(-c2cn3c(n2)SCC3)cc1,2.99,2.1,0.89
1034,O=C(NC1CCOCC1)c1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1,2.98,2.88,0.1
1035,CN1Cc2c(N)cccc2[C@@H](c2ccccc2)C1,2.62,2.69,-0.07
